SK_MATRICULA;NM_LOCALIDADE;NM_CATEGORIATARIFARIA;NM_SITUACAO_IMOVEL;NN_MORADORES;ST_PISCINA;LAT_GEO;LONG_GEO;X;Y
54932B3D6076F87BF924EDC8B886B315D150C5B35618F7E41F62D678EB4BF7A0;SALVADOR UMB;RESIDENCIAL;HABITADO;0;0;-12.932643;-38.359891;569434.2724577739;8570226.207712173
7DA461ECABB3BC821B86B9321FE9718C4A5CE70535865C17F739868F96FE1329;SALVADOR UMB;RESIDENCIAL;HABITADO;0;0;-12.940719;-38.360542;569361.4224755936;8569333.243725445
6D0F3F9DA0BA775DBDD475ED133BF1DF1D78326DF26039295E68BD33B2CCA910;SALVADOR UMB;RESIDENCIAL;HABITADO;1;0;-12.932102;-38.358739;569559.3874579164;8570285.725197349
C6E807F6CBC17146B89812134D631DE97377F780E032DF957DA10ABE94FBAFA4;SALVADOR UMB;RESIDENCIAL;HABITADO;0;0;-12.939164;-38.366317;568735.4162086627;8569506.772720572
EAFFE328EFE29C5F93584F825A9A403186F8CE28B522115E058B3A00E4E4E595;SALVADOR UMB;RESIDENCIAL;HABITADO;0;0;-12.945721;-38.363354;569055.0191900968;8568780.823584592
145020D24ECEFA58EF2BB4B6B3D491FE72866158BFC1D287D5A91C93D2CCF586;SALVADOR UMB;RESIDENCIAL;HABITADO;1;0;-12.940952;-38.360139;569405.072714478;8569307.366497222
4C82DC46CB9EC166BDD29862E24A8C8B3DF4075DF479538EB015D15D05E77285;SALVADOR UMB;RESIDENCIAL;HABITADO;0;0;-12.932784;-38.363635;569028.0971953999;8570211.62682121
C78B99417D515974B94C069EBE522C3FDC092E69355DDFBBEDB8425B32CA1E8B;SALVADOR UMB;RESIDENCIAL;HABITADO;0;0;-12.935892;-38.366769;568687.2815050496;8569868.7505467
542E9DA2FE6A1BED3900DBC1794AA0B453A9DDEB0C8E3A4B02E0BE63CE0DCD0E;SALVADOR UMB;RESIDENCIAL;HABITADO;3;0;-12.936415;-38.363407;569051.8311292201;8569810.006274227
9E4D0E4EA6BA2CCBA3AE9EDF7CDEA9310A39C3A01882676017E7FD857C9F969C;SALVADOR UMB;RESIDENCIAL;HABITADO;0;0;-12.936285;-38.367112;568649.9670580332;8569825.380000588
6BAC29400276641F7A7E5FB9E0BBDA12700191C2BF02A367C678A6B1141EB600;SALVADOR UMB;RESIDENCIAL;HABITADO;2;0;-12.937383;-38.357907;569648.1751416301;8569701.462779325
3085CAFAE987F3FA9EA42ABB7CC4130D72A09E5F149124C06C528273F22CB791;SALVADOR UMB;RESIDENCIAL;HABITADO;9;0;-12.940782;-38.36859;568488.4138913401;8569328.444709467
A997F141DB69F43B750CCDB7A05E2631691C3F338777FD291FFC9581B318AE6F;SALVADOR UMB;RESIDENCIAL;HABITADO;0;0;-12.943773;-38.374436;567853.4722645441;8568999.22268764
26440CD7E43B899C7CFC0CDC656D42B1BC4381B0D5970FA3763256CC37FE59D6;SALVADOR UMB;RESIDENCIAL;HABITADO;0;0;-12.945243;-38.36768;568585.9047602628;8568834.850671357
0820FF5EBA3C478A1472C105A3F17FD3EBB877B95BE502D5F203BE380367855F;SALVADOR UMB;RESIDENCIAL;HABITADO;2;0;-12.928315;-38.35775;569667.7216733056;8570704.267923294
8DF0FE700CB6C64D662836ADB700D6EB5AB2E539B074D5D5C9576EF638044805;SALVADOR UMB;RESIDENCIAL;HABITADO;2;0;-12.946971;-38.36472;568906.5044838341;8568642.952127852
7DB48E1C92E9C72270CBFDFF43ADFB73F218DAF6B1EB7DF2E141A32278B7AB83;SALVADOR UMB;RESIDENCIAL;HABITADO;0;0;-12.950731;-38.353848;570084.7446992416;8568224.170788612
F479AF827369EA72317959A4FC0672ACE2050B1533098FA4D08A1EF3AE11070F;SALVADOR UMB;RESIDENCIAL;HABITADO;0;0;-12.950933;-38.353935;570075.2514426614;8568201.855017751
6E49D5F3B55C21DB9DF3FD15095E9F6DF9F96D437C90BC06A029DFA336FBFC31;SALVADOR UMB;RESIDENCIAL;HABITADO;0;0;-12.950746;-38.353417;570131.4906271775;8568222.393703487
EB043B86EC29BBAE4404C4A0D370595E6D57263E5A644C4D27DB6A3D22E38E55;SALVADOR UMB;RESIDENCIAL;HABITADO;0;0;-12.936253;-38.35954;569471.3488070525;8569826.875587843
692FFBFBAFD917C38A4284E16AE29D077A45C633D42986504A1254BBD3B8566E;SALVADOR UMB;RESIDENCIAL;HABITADO;3;0;-12.946699;-38.370733;568254.3464632491;8568674.64577471
640B50F72BFD5DE7B337982F5DEFF3E60043F364AB1E8461C6121D331023C6D8;SALVADOR UMB;RESIDENCIAL;HABITADO;0;0;-12.937003;-38.359049;569524.4023551337;8569743.79827576
CC467E81FF7986984FA3F2D40446F837F6495C8335040606687CFCAC4A61A525;SALVADOR UMB;RESIDENCIAL;HABITADO;5;0;-12.937382;-38.36403;568983.985466062;8569703.23195463
6EA24CEA671D36AEC4DD451E7DEC876AB9D25AEA46C36C0A2136E32E6ECC623D;SALVADOR UMB;RESIDENCIAL;HABITADO;0;0;-12.944117;-38.373639;567939.8309551459;8568960.967557115
C9FD04EF1589833D285E0C1BC47C91B2ED3499C3E94B694B82C2B710746B5E46;SALVADOR UMB;RESIDENCIAL;HABITADO;4;0;-12.946252;-38.372608;568051.0858101937;8568724.580025364
3A8FB143FDDD035C4284BC6AFD955656634376362B629589F1D27E1732355B7F;SALVADOR UMB;RESIDENCIAL;HABITADO;0;0;-12.938314;-38.370574;568273.8749717243;8569601.915492915
5924A5FBDC2092601682202167F7DA6E14270C42F0853C2A5A8F66CB35AB3C0B;SALVADOR UMB;RESIDENCIAL;HABITADO;2;0;-12.938519;-38.365206;568856.1074923704;8569577.805746824
00FC22435D244A619A743140225B19FEB600D4134BFDC62EEE12898A23971ECE;SALVADOR UMB;RESIDENCIAL;HABITADO;0;0;-12.933784;-38.363232;569071.5381388095;8570100.926259464
10782FD12BE420049F68C6F8BA5A4AD0D6964108AA467BADE55B064BB1657B79;SALVADOR UMB;RESIDENCIAL;HABITADO;0;0;-12.928752;-38.355222;569941.8338868724;8570655.250098767
B7EE9DFFA056391887CDC262820AE46B6F701ACC00B6C550144C330B2F62FD9E;SALVADOR UMB;RESIDENCIAL;HABITADO;0;0;-12.932195;-38.35943;569484.4041753144;8570275.627805779
21E267A7CE858517828F7B9CA7A9BD529E26818F600BE869C6A0F4DDD405127F;SALVADOR UMB;RESIDENCIAL;HABITADO;2;0;-12.938848;-38.36479;568901.1423642541;8569541.309038008
0E1887631ADE317329C4B6D50A97A8CDF263309E62B5677360D3421BAA6027A1;SALVADOR UMB;RESIDENCIAL;HABITADO;0;0;-12.945337;-38.365175;568857.5990450947;8568823.78189978
9BC3617C55AFA284D8AC7E2D80BEA0CF4660E3BA5EED9680CBC6AC0062A2542F;SALVADOR UMB;RESIDENCIAL;HABITADO;0;0;-12.935197;-38.364142;568972.436691071;8569944.905364878
1825D133BF44E3461B541A5C5353793D3231904A21435E1198027BA9DA731D97;SALVADOR UMB;RESIDENCIAL;HABITADO;2;0;-12.948923;-38.367071;568650.956322848;8568427.709090644
1C3FF03C45AB91C6707AA6AEA39A7DD7030DD5741D366B6E0E13732A705ECC8F;SALVADOR UMB;RESIDENCIAL;HABITADO;2;0;-12.937369;-38.355722;569885.1962057136;8569702.41535214
E39933D6C6AAC67B6978A6A6D8E9D5126C539489B6C0596467B5C3EBB4898C9E;SALVADOR UMB;RESIDENCIAL;HABITADO;2;0;-12.932693;-38.359296;569498.8022373653;8570220.516651928
4292EEFDE5BF1D785B93BC015B859391D0B8BB7892A60F149C90DA23BF29A985;SALVADOR UMB;RESIDENCIAL;HABITADO;0;0;-12.936833;-38.358412;569593.5479388298;8569762.4257636
19CFC3532C88B317ECE69F2DACA9AAA543DA089AF9807F047A6955F2C16EA7A8;SALVADOR UMB;RESIDENCIAL;HABITADO;3;0;-12.937092;-38.362933;569103.0618861907;8569735.00762002
AFB89C6AB49FD84F3C25B5BA0B42EB9D55B91DF2D195E74427742C385A2A3E14;SALVADOR UMB;RESIDENCIAL;HABITADO;0;0;-12.947686;-38.364269;568955.2280399767;8568563.757306369
907935847E170D8FBC9027A6727311F468FA9834A14912418707A12409F2BB6C;SALVADOR UMB;RESIDENCIAL;HABITADO;0;0;-12.934212;-38.362602;569139.7602246273;8570053.422849271
3A58213FF0717DB52C81CD278D5C01C02BA98D91277A4EF89267FDB0795AE95D;SALVADOR UMB;RESIDENCIAL;HABITADO;2;0;-12.937505;-38.359351;569491.503982974;8569688.363139018
C51D4B8034E1961A41314C471723D3A0CEBA104832FE0B6A8892A5853073DE23;SALVADOR UMB;RESIDENCIAL;HABITADO;2;0;-12.944397;-38.37444;567852.8695988917;8568930.21450948
F624217F806AB0F12454DAAEFB2A34EE09099DCF283F386DA3FE1B1FCADB59E8;SALVADOR UMB;RESIDENCIAL;HABITADO;2;0;-12.944605;-38.37615;567667.3275813216;8568907.664478552
75693C98FE48270D3BE177BC71339F0CD074BAC991C86584F7F643425072D002;SALVADOR UMB;RESIDENCIAL;HABITADO;0;0;-12.951427;-38.35577;569876.0734169362;8568147.724803327
9C9737F10415753BE123F4BA8B723B3BE05D96F3EC1A30BE1755E3A246600660;SALVADOR UMB;RESIDENCIAL;HABITADO;3;0;-12.940664;-38.365673;568804.8620146425;8569340.71183066
CA40E3A5F9BA0FCE4BF9CFB35E41B26D1F5C1D922CFBFCB5F2072F2DC9102017;SALVADOR UMB;RESIDENCIAL;HABITADO;1;0;-12.9468;-38.362445;569153.3217930177;8568661.249208353
50D9D9C19A911B5686237D6C4E11FCC37A2C32A57A048EF32D73EFAC4F7AB38E;SALVADOR UMB;RESIDENCIAL;HABITADO;3;0;-12.940611;-38.366032;568765.9347016874;8569346.669723842
D64876D27B6A06206AB0A11B20ED49517E9000B20461C34A9F0DC2FBA39E4436;SALVADOR UMB;RESIDENCIAL;HABITADO;1;0;-12.938341;-38.359977;569423.3676617378;8569596.078179685
9AA6F20E5E206A1FB11AE72C8795297E4DB42CF408859A46134558A532F624D5;SALVADOR UMB;RESIDENCIAL;HABITADO;0;0;-12.949409;-38.360967;569312.9201030834;8568372.314453758
D0D3760F56B9738903A929CD602E76D9C4ED12CF43C874364AE2FA45C33CA061;SALVADOR UMB;RESIDENCIAL;HABITADO;3;0;-12.945523;-38.365688;568801.902366917;8568803.349873202
DA76E66F3DA5942DA7414C2FC272D09312D4E5D25D02C865CE3F88E7288C44A1;SALVADOR UMB;RESIDENCIAL;HABITADO;2;0;-12.946098;-38.363412;569048.6240920809;8568739.146077618
616E28A321AED3A9344FDAC6D512A649640B18FC0569C599D1AEBB79A1025FC7;SALVADOR UMB;RESIDENCIAL;HABITADO;4;0;-12.955028;-38.353715;570097.9695037184;8567748.919615254
B1ABFF1768798FED0117C7325AC2A3B8649C0368888F3A84146E5BD01F396F84;SALVADOR UMB;RESIDENCIAL;HABITADO;0;0;-12.955213;-38.35384;570084.3593857432;8567728.49433854
280118C337B2FAED28CB281190867977DE8F27C87532B168A9117EFCE5BE8DA5;SALVADOR UMB;RESIDENCIAL;HABITADO;0;0;-12.946635;-38.370029;568330.7270532362;8568681.53563777
CA81EAD8BF9DAFF0EBCB879E3EC2C82EB48B1E4B4D00BEEDCD070B9268C05FD1;SALVADOR UMB;RESIDENCIAL;HABITADO;2;0;-12.9352;-38.363803;569009.2090552256;8569944.482207935
460B839F8382A566F180341A9B17AF91424B9586C789DE84AE1480FC68DD3756;SALVADOR UMB;RESIDENCIAL;HABITADO;4;0;-12.943459;-38.374886;567804.744923279;8569034.0678243
3630B9E79DC3CF38017FFB3576F687DA9B49F9CAD8CFB5151E6A0A01C3759262;SALVADOR UMB;RESIDENCIAL;HABITADO;0;0;-12.933563;-38.366939;568669.4777821118;8570126.36445849
27F5A69E73DFAD18B20BDF5B11470E9FE7E43220C7AC0CE587415B96674A21C0;SALVADOR UMB;RESIDENCIAL;HABITADO;0;0;-12.933025;-38.367151;568646.627935554;8570185.919700054
30897EE43EA1131A7F4F219C2E37B2C2B69815223C72B3E5492E19DB0188AF12;SALVADOR UMB;RESIDENCIAL;HABITADO;0;0;-12.950047;-38.362369;569160.6700576729;8568302.136434685
A7863C5EAA7EFDFD02C47E7083C91B1B18CD368A7548282A4A8892F504E9980C;SALVADOR UMB;RESIDENCIAL;HABITADO;0;0;-12.955002;-38.353854;570082.8998465431;8567751.8331367
1CE3126DE5B87279FDF189A697C12CBEDB92A8EDB859FF01203076244947BD55;SALVADOR UMB;RESIDENCIAL;HABITADO;2;0;-12.939629;-38.363605;569029.4691117984;8569454.617364502
D9E7A0FE57DCF40F3DC7E4CD697539EB4E6C0DAEB6685064B5650097CBFE5983;SALVADOR UMB;RESIDENCIAL;HABITADO;3;0;-12.93901;-38.364434;568939.7145688983;8569523.29726099
67BFA490FF2DF4B87311F1C1DC454AE9048551B012A93776D1480AB9BCDA089A;SALVADOR UMB;RESIDENCIAL;HABITADO;0;0;-12.939298;-38.364121;568973.5877237874;8569491.362442072
1A13C57AEC351E4414F7939185D2908E60D3C5AC5F60AD094F5DF7DC564B4F8B;SALVADOR UMB;RESIDENCIAL;HABITADO;0;0;-12.948412;-38.363029;569089.5309397046;8568483.132799918
3D6F267685A8C4229DC3D9C4CD0F28F6362DD037FF36FE18B6A9F59800CAD3C7;SALVADOR UMB;RESIDENCIAL;HABITADO;0;0;-12.948485;-38.363043;569087.9922511965;8568475.063367978
CD3C3FA6F1451BED4AD8C98D9CD363E1DC828B1143E5EDD8B97989B652F813A9;SALVADOR UMB;RESIDENCIAL;HABITADO;3;0;-12.949727;-38.362335;569164.4462744384;8568337.516680088
43BA2CE24A1B6088B39F53C43744DCE3C0C93D41A50BAA795EB9D63121A55DE4;SALVADOR UMB;RESIDENCIAL;HABITADO;2;0;-12.937741;-38.360021;569418.7607499004;8569662.445291743
D4720F6A0CD40F326585CF210D3C7A8151473105174EB45E7224B72947A850CF;SALVADOR UMB;RESIDENCIAL;HABITADO;3;0;-12.947926;-38.371157;568208.0213203485;8568539.062746694
D4B2211E8DB2B325BB232C71B0D94C58FBDE43BEE6014FBFDF2E46966BE97F20;SALVADOR UMB;RESIDENCIAL;HABITADO;0;0;-12.934109;-38.360869;569327.7774912552;8570064.345055595
A7E49853B9E2879D47081EA89BF95A5E2282963DA9BC39B21F781FF59F226419;SALVADOR UMB;RESIDENCIAL;HABITADO;0;0;-12.937187;-38.355729;569884.4875565892;8569722.545014264
201650474AF570C99B6B7926838F7A195F2614F0A1A58D4C6D50D241B284C1E9;SALVADOR UMB;RESIDENCIAL;HABITADO;1;0;-12.936913;-38.358;569638.217397084;8569753.466324944
464CBB897F152A175B7A39A0C3BB1ABF1CA105524488472420038B713D93F94E;SALVADOR UMB;RESIDENCIAL;HABITADO;2;0;-12.935008;-38.359299;569497.8359872873;8569964.497133048
3F17498A59EE2C3566EEB7667522D3E0F543422EFB439B43B82B977C8F40EFAB;SALVADOR UMB;RESIDENCIAL;HABITADO;0;0;-12.933777;-38.363312;569062.8619757643;8570101.721988952
D43A038F0BDB09D74621D3B18EFF24B586CD6B5BC78C5942F77EAFD0F8A92AD9;SALVADOR UMB;RESIDENCIAL;HABITADO;0;0;-12.935487;-38.363677;569022.7980554333;8569912.708365839
4FDE8058FFDA5465C1B27D52A46F6CA0D68B05246C15735956F5E249D00D34CB;SALVADOR UMB;RESIDENCIAL;HABITADO;0;0;-12.934235;-38.368312;568520.3566681106;8570052.414732968
B2732D69FC1060C12468CCF6B3B2F47973B6648577A983DF5F285F8B3C4E89DA;SALVADOR UMB;RESIDENCIAL;HABITADO;6;0;-12.936291;-38.357458;569697.1834799219;8569822.106991196
49E6C82727D44EE1716C054F9CA724DB3E272849920297AE9ECFAED95E56F815;SALVADOR UMB;RESIDENCIAL;HABITADO;0;0;-12.943481;-38.366085;568759.3991023814;8569029.285293296
B45D4C29C091FBD65DEBDB9A4BB35565BDBBB86A849C8C868232E3F5F80E7E03;SALVADOR UMB;RESIDENCIAL;HABITADO;0;0;-12.942585;-38.367095;568650.0877078502;8569128.646899777
A8982248947486572EC78DC585D2ECC88F85FF78226FB55C7F8FB43886766BB1;SALVADOR UMB;RESIDENCIAL;HABITADO;1;0;-12.949889;-38.369998;568333.2029630223;8568321.661475008
A3045F3EEC0EDDCBD42E3DFAEB51D8F11D32C5F4A8EC38980E0831304E74254D;SALVADOR UMB;RESIDENCIAL;HABITADO;3;0;-12.948811;-38.371358;568185.9782497428;8568441.242592279
990076E74332F783436FB14F00E739AA2EEA97BA55CDAFED9DFC96783AE5F728;SALVADOR UMB;RESIDENCIAL;HABITADO;0;0;-12.937864;-38.361005;569311.9879238955;8569649.109224014
1F8CBDEBED8DD26731239095233C303173D4F1722AF9F3F0DBECD02FAFF3F371;SALVADOR UMB;RESIDENCIAL;HABITADO;2;0;-12.93544;-38.361037;569309.1860582368;8569917.192720613
CFD3CC384216AA87804AC34CF1A3C2D15F0B5BD31E3DE70385C630683CF02855;SALVADOR UMB;RESIDENCIAL;HABITADO;1;0;-12.94883;-38.362435;569153.8467262817;8568436.744759798
591A8C0AF6D0402C3242FAF05BF51227D0DA61B038CD513BA76B77F18BF2350C;SALVADOR UMB;RESIDENCIAL;HABITADO;3;0;-12.941098;-38.365119;568864.8369995557;8569292.565892365
B0D8DA16400D10B56EAA1226EB049579863B84ED66CC629736918B40F234C9DE;SALVADOR UMB;RESIDENCIAL;HABITADO;0;0;-12.938052;-38.363423;569049.6451897002;8569628.971676368
84D989D8C4FE071390B2FF5FD620303F8F96898EB4C179AC068013174883C17A;SALVADOR UMB;RESIDENCIAL;HABITADO;3;0;-12.938519;-38.359002;569529.0807039301;8569576.12807184
A79CCEEA732AAEBCA89A2B2477284F693E05B7D6CFA7E401686E1F259CF01945;SALVADOR UMB;RESIDENCIAL;HABITADO;0;0;-12.947838;-38.368818;568461.7563589709;8568548.169718279
78C297418CC7E17FC3BA406C4B6F2ABD0370FA1AF68338DD35DD28CAC02F73A3;SALVADOR UMB;RESIDENCIAL;HABITADO;3;0;-12.937761;-38.359228;569504.7754635704;8569660.018188996
FDE96376AEDFEE6A09977CFD1400A73C8DD03280C6909C850CF0F47E1F43F909;SALVADOR UMB;RESIDENCIAL;HABITADO;3;0;-12.94773;-38.360963;569313.8180599944;8568557.99738295
EC0E05813A68C25616E01A720641BCD5994F78ECF64B5394E4FDD67F93F0F016;SALVADOR UMB;RESIDENCIAL;HABITADO;0;0;-12.947267;-38.364482;568932.2390789576;8568610.152765078
B4C809C7C60179AA9460BBDF7FF640FC42461E692C2ACD4C14AD2C6906E03613;SALVADOR UMB;RESIDENCIAL;HABITADO;0;0;-12.949108;-38.360367;569378.0850227189;8568405.439915165
E8B241EE1D7E01F943F92B6352CACC3B33EDF9469D9D78131269C14F22ECB337;SALVADOR UMB;RESIDENCIAL;HABITADO;0;0;-12.942259;-38.368898;568454.6012540235;8569165.183034591
E3F1C36076BEF937FD26618C329F0CF17972A12B3099F1AB21670BCF4F567B64;SALVADOR UMB;RESIDENCIAL;HABITADO;0;0;-12.928591;-38.355667;569893.6057866676;8570673.176912243
ECEF0C52C8FB8E94D0363C8510542A34C45B4C64F2E9472149208906A08D6178;SALVADOR UMB;RESIDENCIAL;HABITADO;0;0;-12.93309;-38.369029;568442.8916435554;8570179.234116893
9A8306C887D8A093CE8B33C13361524566A8626DB79F51D7C625A1B83D3BA754;SALVADOR UMB;RESIDENCIAL;HABITADO;5;0;-12.934773;-38.369881;568350.0116629273;8569993.33588352
4A95CEF5C3614A0D42DD61882BCFFA6A2337C5E18A2B7C2B8D4A757545C98A97;SALVADOR UMB;RESIDENCIAL;HABITADO;0;0;-12.950068;-38.361007;569308.3991745902;8568299.445146132
83C003B7AE946D1D3B9337D46BC064E374E5D0925B7773383BA7CB075451BEAA;SALVADOR UMB;RESIDENCIAL;HABITADO;0;0;-12.942086;-38.365368;568837.5561865814;8569183.368126843
CD64B6ED19FBCA9B076B2F2198F8D536218FB8B255183EB2A4E393CACC9F19AD;SALVADOR UMB;RESIDENCIAL;HABITADO;4;0;-12.94027;-38.361479;569259.9070596573;8569383.153367385
3FD1A69456DFC0E542001CE2BEA85B36F9AE73B7B2A5EF07A162A6A9B586DBCF;SALVADOR UMB;RESIDENCIAL;HABITADO;0;0;-12.937527;-38.359847;569437.6945102483;8569686.064760428
635A068030CF96525A7C72F8E9486C284CC38426CDA3BB4730A6409C0BCFAC30;SALVADOR UMB;RESIDENCIAL;HABITADO;3;0;-12.939656;-38.362053;569197.8126774199;8569451.212136786
594F1C6C095947D5D29B7D09669C3249753D7F2BF3E4C0F5C83A640F4E5346A3;SALVADOR UMB;RESIDENCIAL;HABITADO;0;0;-12.941326;-38.36499;568878.7674176993;8569267.31621302
EAA515F0AF454E7D344E983933E5837691E624C9009143E40824E566B6A50B7E;SALVADOR UMB;RESIDENCIAL;HABITADO;5;0;-12.935272;-38.361326;569277.8830211192;8569935.850408012
93E8D035B165CC883184F6E75125FDDF56C169054F118A60E524F7F590A0AFD8;SALVADOR UMB;RESIDENCIAL;HABITADO;4;0;-12.944412;-38.364568;568923.6951500977;8568925.915919686
F75E2BB3BD1B51CD9F41C02E24751722EA0794E63DBFEC5C818F1E81393DB27B;SALVADOR UMB;RESIDENCIAL;HABITADO;3;0;-12.936573;-38.361256;569285.1172173001;8569791.951376628
07E37DE3D18384F1A9089831CD3EBE42B4DC7CDACB6A47A5C3CF8F3B87C9887F;SALVADOR UMB;RESIDENCIAL;HABITADO;0;0;-12.938163;-38.366709;568693.1684942445;8569617.580421265
E047719EDF0615BD309D3F671DD7BD72F8499F2025D8BE6060779FD92615B260;SALVADOR UMB;RESIDENCIAL;HABITADO;3;0;-12.938779;-38.36084;569329.6334383003;8569547.872895762
7F1B695051FD565DE2D21172F3C2C2E9981CE22F244AB875D3A19FA6A5D7B9A6;SALVADOR UMB;RESIDENCIAL;HABITADO;0;0;-12.942587;-38.367148;568644.338132472;8569128.439939639
A587343A3AF03C7AE631A930773988E08A753E50115492B66EA40CDF33C40647;SALVADOR UMB;RESIDENCIAL;HABITADO;0;0;-12.949912;-38.368289;568518.5702541157;8568318.660443503
B8DD73D6154DC1FFF3A838146F0846D06A28D092A45AD340C24D1263C8262DCA;SALVADOR UMB;RESIDENCIAL;HABITADO;0;0;-12.950038;-38.36828;568519.5120439496;8568304.723452313
1553611FCB3E3DF4CE04604EEB4DF6B916C731D8E45A03F23E90CE85F90347DB;SALVADOR UMB;RESIDENCIAL;HABITADO;0;0;-12.949864;-38.368242;568523.681416411;8568323.956257371
8ADA71B84F2A7CCF705EE308A3CDC31B5316C3441E774FA66DD08EA6616A19F9;SALVADOR UMB;RESIDENCIAL;HABITADO;3;0;-12.948798;-38.371272;568195.3101584187;8568442.657348987
BA4F8886BC5DF54E0CA6BA10768F73C26DEB5C1BEFAF5F228CDFD76C3A27E683;SALVADOR UMB;RESIDENCIAL;HABITADO;0;0;-12.927808;-38.355667;569893.8236657914;8570759.770417463
F0AACECA0E971CFD110C60CEF99F669E74F3C05B4BC30116625C4CC3CC94296E;SALVADOR UMB;RESIDENCIAL;HABITADO;0;0;-12.929063;-38.365388;568838.9578632098;8570623.610944424
9A33B810C289C1266CFC531D6DEF3D2FF17F66CC6AE3D2FB6F3F6530E5691F4B;SALVADOR UMB;RESIDENCIAL;HABITADO;0;0;-12.929833;-38.365915;568781.579030321;8570538.59690188
2FF3A02FC44F02CF18D7A648CEBED239CC515FB1AA446AE1470AE0B9882B8B54;SALVADOR UMB;RESIDENCIAL;HABITADO;0;0;-12.93082;-38.365051;568875.0331378662;8570429.210541764
14C6EDEFDB61C12F4933C6CFC3661946BCE367471B09BCC83479DD9A3B1C3ADE;SALVADOR UMB;RESIDENCIAL;HABITADO;3;0;-12.928189;-38.358331;569604.7305401698;8570718.36050171
8CAA59771773BCAF2EF7ECD29B41AAE5C08AC13FA3CEEC1F44BA2ABF4C818E59;SALVADOR UMB;RESIDENCIAL;HABITADO;0;0;-12.942765;-38.361683;569237.0900218274;8569107.28165919
005AF46A76436BE9E2AEEB79BBE49359D397B615C8D417E0C8C66D83F29C7B70;SALVADOR UMB;RESIDENCIAL;HABITADO;4;0;-12.931966;-38.358914;569540.4416609486;8570300.813244116
87B29CD3F342E193E075631D261BB457AAF73A1D4B442B07BA02217E00B037FB;SALVADOR UMB;RESIDENCIAL;HABITADO;3;0;-12.924055;-38.357796;569663.9129561359;8571175.40194063
0C0C8243F9D0C9AD6081F55F96FC7D45658FD95C9F6AEFD4DDBC77CB1A896C00;SALVADOR UMB;RESIDENCIAL;HABITADO;4;0;-12.936193;-38.365532;568821.3827316414;8569835.130082574
DFF0207FECC0BF01F8E2DB6BE14D7218F87FA79614AA1A9D97D67F22660E6262;SALVADOR UMB;RESIDENCIAL;HABITADO;0;0;-12.943588;-38.361762;569228.293612268;8569016.285853093
B4F711989B6F681A5C4168FA9AA51097AC513BA2654BC03B327937167810DF67;SALVADOR UMB;RESIDENCIAL;HABITADO;2;0;-12.943252;-38.361735;569231.3150761528;8569053.437446678
BABB547B4B20294971F95E4D53ADA7D8AA24523D5A48A8B7F5D49E73E1AEA12B;SALVADOR UMB;RESIDENCIAL;HABITADO;0;0;-12.942986;-38.361657;569239.8493083336;8569082.833796881
DCC34D872EC72669A63A4564544B1CDC83D113001FB5B977081A8BD4BC7C73B3;SALVADOR UMB;RESIDENCIAL;HABITADO;0;0;-12.923204;-38.356591;569794.8682488877;8571269.187630259
235610FADAAB0C16A92F04B60CF12C569C1D39E86B8BB5CE19B0CFFCC8396683;SALVADOR UMB;RESIDENCIAL;HABITADO;0;0;-12.9379;-38.367521;568605.1593812506;8569646.883916596
E086C199A9BAAB9C72B22685BE813A4C26366E5CBB51AC187B812AD3ABFB9AC6;SALVADOR UMB;RESIDENCIAL;HABITADO;0;0;-12.938696;-38.360531;569363.1748433579;8569556.968281234
E600890E30CF6A6278E6CBE4867AA0D1E2DAFC883B9223854FCB12AF8E97BA9B;SALVADOR UMB;RESIDENCIAL;HABITADO;8;0;-12.923779;-38.358728;569562.885628428;8571206.178579403
E55200B27A582F9C954DB4E866BEBDBAA8D3A99E725B69C4A4603D3E1FCEBE7F;SALVADOR UMB;RESIDENCIAL;HABITADO;2;0;-12.942993;-38.366918;568669.175620953;8569083.47790955
EBB88B8A3A60A56FA44E5AC2C184828F009F792759F9BB335D7C5FBA371A9716;SALVADOR UMB;RESIDENCIAL;HABITADO;4;0;-12.934118;-38.369506;568390.8684282074;8570065.673302514
8999B7F4F48D64D44A54CB8A861CA426B8C1E95CF815EC8B9A479C33D7843E3C;SALVADOR UMB;RESIDENCIAL;HABITADO;0;0;-12.933638;-38.360112;569410.0240516352;8570116.228690997
C5DE3D5DB7DB138B1C4A7ED244274A75B34B6FA7EE373C6C1FED2B01F8F93232;SALVADOR UMB;RESIDENCIAL;HABITADO;3;0;-12.9337;-38.360082;569413.2611974282;8570109.36385675
678F01337109E6538852F9F403F460E93596313EA117337189A1F9E5B538BBBC;SALVADOR UMB;RESIDENCIAL;HABITADO;5;0;-12.945179;-38.367044;568654.909881293;8568841.757901076
8F4487AC96605112B097A442B12E0E4101FD16F75998DC9298F83F42A80A0478;SALVADOR UMB;RESIDENCIAL;HABITADO;3;0;-12.946399;-38.370482;568281.6542025027;8568707.756313097
8398D17C7634EDC6D57AE69EDEB902B5AEE5E21F8514E05B05F5094AA44DC0FC;SALVADOR UMB;RESIDENCIAL;HABITADO;5;0;-12.937291;-38.36234;569167.3325391546;8569712.839623185
903E7AC0684D579765A20C2375A6251D38493D26D0263B297A7E60D0F6AE4E7C;SALVADOR UMB;RESIDENCIAL;HABITADO;3;0;-12.938372;-38.358312;569603.9686351008;8569592.197497932
